Page|Type|Price|Address|Description|Weblink
15|2.5 Zimmer, 60m², CHF 2’241.– | CHF 2’241.– |Schaffhauserstrasse 330, 8050 Zürich|Besichtigen - Einziehen - Wohlfühlen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000872845
15|3.5 Zimmer, 88m², CHF 3’405.– | CHF 3’405.– |Allmannstrasse 55, 8052 Zürich, 8052 Zürich|Attraktive Attikawohnung - Neubauprojekt «Allmann55»|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000871597
15|1.5 Zimmer, 26m², CHF 1’950.– | CHF 1’950.– |Konradstrasse 71, 8005 Zürich|Charmante Wohnung im Herzen der Stadt zu vermieten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000866336
15|3.5 Zimmer, 85m², CHF 3’576.– | CHF 3’576.– |Forchstr. 26, 8008 Zürich|Tolle 3.5 Zimmerwohnung an top Lage!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000843912
15|3.5 Zimmer, 86m², CHF 3’126.– | CHF 3’126.– |Tramstrasse 2a, 8050 Zürich|moderne Wohnung an zentraler Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000840179
15|1 Zimmer, 64m², CHF 2’485.– | CHF 2’485.– |Birchstrasse 98, 8050 Zürich|Neubauwohnung an attraktiver Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000826156
15|3.5 Zimmer, 78m², CHF 2’630.– | CHF 2’630.– |Regensbergstrasse 30, 8050 Zürich|Modern wohnen im Kreis 11|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000823310
15|3.5 Zimmer, 113m², CHF 3’300.– | CHF 3’300.– |Buckhauserstr. 29, 8048 Zürich|Moderne 3.5-Zimmer-Wohnung inmitten der Stadt zu vermieten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000806795
16|3.5 Zimmer, 74m², CHF 2’688.– | CHF 2’688.– |Widmerstrasse 73c, 8038 Zürich|Schöne 3.5 Zimmerwohnung in der Nähe der Stadt!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000794626
16|2.5 Zimmer, 84m², CHF 3’831.– | CHF 3’831.– |Fritz Fleiner-Weg 11, 8044 Zürich|2.5 Zimmer Wohnung an wunderschöner Lage!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000777666
16|2.5 Zimmer, 104m², CHF 3’243.– | CHF 3’243.– |Pfingstweidstrasse 104E, 8005 Zürich|Ihre neue Wohlfühloase!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000768116
16|3.5 Zimmer, 116m², CHF 4’079.– | CHF 4’079.– |Stampfenbachplatz 4, 8006 Zürich|Modernes Bijoux - in unmittelbarer Nähe vom Hauptbahnhof|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000751099
16|3.5 Zimmer, 116m², CHF 4’079.– | CHF 4’079.– |Stampfenbachplatz 4, 8006 Zürich|Modernes Bijoux – in unmittelbarer Nähe vom Hauptbahnhof|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000750038
16|1.5 Zimmer, CHF 1’950.– | CHF 1’950.– |Renggerstrasse 19, 8038 Zürich|Zentral gelegene, ruhige Wohnung mit Sitzplatz|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000743331
16|3.5 Zimmer, 71m², CHF 2’610.– | CHF 2’610.– |Widmerstrasse 73b, 8038 Zürich|Schöne 3.5 Zimmerwohnung im FiveCubes in Wollishofen!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000740085
16|4.5 Zimmer, 169m², CHF 9’400.– | CHF 9’400.– |Zollikerstrasse 177f, 8008 Zürich|Exklusive Einfamilienhäuser im Villengarten - Grün.Modern.Hochwertig.|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000623907
16|2 Zimmer, 122m², CHF 3’190.– | CHF 3’190.– |Max Bill Platz 5, 8050 Zürich|Modernes Wohnen im Zentrum von Oerlikon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000606778
16|3 Zimmer, CHF 2’399.– | CHF 2’399.– |Konradstrasse 77, 8005 Zürich|Ihr neues Wohnreich in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000568831
16|3 Zimmer, 90m², CHF 2’095.– | CHF 2’095.– |Hungerbergstrasse 5, 8046 Zürich|Ruhig, hell, preiswert|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000522304
16|2.5 Zimmer, 72m², CHF 3’562.– | CHF 3’562.– |Jenatschstrasse 3, 8002 Zürich|Sanierte Stadtwohnung nähe Enge|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000454281
16|2.5 Zimmer, 94m², CHF 4’805.– | CHF 4’805.– |Mühlebachstr. 28, 8008 Zürich|grosszügige Wohnung im Seefeld und direkter Lage am Zürich Stadelhofen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000453004
16|2 Zimmer, 51m², CHF 1’650.– | CHF 1’650.– |Luchswiesenstrasse 132, 8051 Zürich|Schöne, helle 2-Zimmer-Wohnung mit Balkon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4000407061
16|23m², CHF 2’585.– | CHF 2’585.– |Albertstrasse 7, 8005 Zürich|Studio Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/3002968343
16|21m², CHF 2’377.– | CHF 2’377.– |Rotachstrasse 33, 8003 Zurich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/3000390344
16|2 Zimmer, 41m², CHF 3’934.– | CHF 3’934.– |Wolframplatz 1, 8045 Zurich|2 Bedroom Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/3000389842
16|2.5 Zimmer, 63m², CHF 1’590.– | CHF 1’590.– |Dennlerstr. 16, 8048 Zürich|Helle 2.5-Zimmerwohnung in einem familiären Quartier in Altstetten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4001022624
16|2.5 Zimmer, 84m², CHF 2’112.– | CHF 2’112.– |Margrit-Rainer-Strasse 16, 8050 Zürich|Attraktive Wohnung in Zürich-Oerlikon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4001021743
16|2.5 Zimmer, 84m², CHF 2’112.– | CHF 2’112.– |Margrit-Rainer-Strasse 16, 8050 Zürich|Attraktive Wohnung in Zürich-Oerlikon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=16/mieten/4001021336
17|3 Zimmer, 60m², CHF 2’690.– | CHF 2’690.– |Lessingstrasse 49, 8002 Zürich|Exklusives Wohnerlebnis, Natur & Stadtnah|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001021032
17|4.5 Zimmer, CHF 2’960.– | CHF 2’960.– |Weidmannstrasse 11, 8046 Zürich|Grosszügige 4.5 Zimmerwohnung in Zürich-Affoltern|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001020032
17|3.5 Zimmer, 70m², CHF 1’900.– | CHF 1’900.– |Georg-Kempf-Str. 9, 8046 Zürich|Die ideale Wohnung für junge Paare|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001019662
17|4 Zimmer, 78m², CHF 2’145.– | CHF 2’145.– |Erlenstrasse 21, 8048 Zürich|Charmante 4 Zimmer-Wohnung in Altstetten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001018513
17|1 Zimmer, CHF 897.– | CHF 897.– |Kalkbreitestrasse 56, 8003 Zürich|Möbliertes Einzelzimmer mitten in Zürich Wiedikon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001018250
17|1 Zimmer, CHF 897.– | CHF 897.– |Kalkbreitestrasse 56, 8003 Zürich|Möbliertes Einzelzimmer mitten in Zürich Wiedikon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001018060
17|1 Zimmer, CHF 880.– | CHF 880.– |Ankerstrasse 110, 8004 Zürich|Sanierte Zimmer beim Helvetiaplatz zu vermieten!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001015284
17|2.5 Zimmer, 69m², CHF 3’616.– | CHF 3’616.– |Kreuzstr. 40, 8008 Zürich|Wohnen im pulsierenden Seefeld|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001014020
17|2.5 Zimmer, 72m², CHF 1’700.– | CHF 1’700.– |Badenerstrasse 807, 8048 Zürich|Ruhiger Gartensitzplatz im urbanen Altstetten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001013662
17|3.5 Zimmer, 90m², CHF 4’130.– | CHF 4’130.– |Im Glockenacker 13, 8053 Zürich|Moderne 3.5 Zimmer-Attikawohnung im Kreis 7|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001011722
17|1.5 Zimmer, CHF 1’950.– | CHF 1’950.– |Sihlfeldstrasse 83, 8004 Zürich|Mittendrin im Lochergut|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001010015
17|3.5 Zimmer, 109m², CHF 3’180.– | CHF 3’180.– |Hagenholzstrasse 70, 8050 Zürich|Ruhiges wohnen mitten im Geschehen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001003650
17|3.5 Zimmer, 107m², CHF 3’490.– | CHF 3’490.– |8050 Zürich|Moderne 3.5-Zimmer-Maisonette-Wohnung in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001003174
17|2.5 Zimmer, 51m², CHF 2’890.– | CHF 2’890.– |Schaffhauserstrasse 453, 8052 Zürich|2.5 Zimmer-Attikawohnung (Neubau)|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4001002758
17|2.5 Zimmer, 69m², CHF 2’535.– | CHF 2’535.– |Winzerhalde 109, 8049 Zürich|Wohnen direkt an der Limmat!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4000997583
17|3.5 Zimmer, CHF 3’080.– | CHF 3’080.– |Probusweg 10, 8057 Zürich|Moderner Holzbau - Erstvermietung im Trendquartier Zürich-Oerlikon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4000996830
17|4 Zimmer, 110m², CHF 4’440.– | CHF 4’440.– |Gämsenstrasse 9, 8006 Zürich|Ihr perfektes Zuhause in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4000995189
17|1 Zimmer, 19m², CHF 1’421.– | CHF 1’421.– |Zentralstrasse 53, 8003 Zürich|Tolle Singlewohnung an bester Lage!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4000992798
17|1.5 Zimmer, 28m², CHF 1’865.– | CHF 1’865.– |Feldstrasse 46, 8004 Zürich|Singlewohnung an zentraler Lage!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4000991240
17|12m², CHF 280.– | CHF 280.– |Wydäckerring 145, 8047 Zürich|Beheizter Hobbyraum Nähe Triemli|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=17/mieten/4000990517
18|2.5 Zimmer, 90m², CHF 4’286.– | CHF 4’286.– |Schulhausstrasse 14, 8002 Zürich|Grosszügige Wohnung in parkähnlicher Umgebung zu vermieten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000990195
18|2.5 Zimmer, 79m², CHF 2’600.– | CHF 2’600.– |Buckhauserstr. 19, 8048 Zurich|Moderne 2.5-Zimmer-Wohnung inmitten der Stadt zu vermieten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000988467
18|2.5 Zimmer, 58m², CHF 2’900.– | CHF 2’900.– |Badenerstrasse 250, 8004 Zürich|Moderner Wohntraum verteilt auf 2 Etagen - KREIS 4|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000986578
18|2.5 Zimmer, 42m², CHF 2’150.– | CHF 2’150.– |Letzigraben 167, 8047 Zürich|Top moderne Wohnung im Kreis 9, Zürich Albisrieden|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000973304
18|3.5 Zimmer, 78m², CHF 3’140.– | CHF 3’140.– |Allenmoosstrasse 60, 8057 Zürich|"ERSTVERMIETUNG ""ALLENMOOS"""|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000972765
18|2.5 Zimmer, 73m², CHF 3’160.– | CHF 3’160.– |Allenmoosstrasse 50, 8057 Zürich|"ERSTVERMIETUNG ""ALLENMOOS"""|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000972759
18|6.5 Zimmer, 225m², CHF 6’250.– | CHF 6’250.– |Germaniastrasse 38, 8006 Zürich|Attraktive 6.5-Zimmer-Maisonette-Wohnung mit Seesicht|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000971414
18|5.5 Zimmer, 180m², CHF 7’600.– | CHF 7’600.– |8049 Zürich|Exklusive 5.5-Zimmer Maisonette-Wohnung an privilegierter Lage in Zürich Höngg|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000968564
18|2 Zimmer, 37m², CHF 2’790.– | CHF 2’790.– |8032 Zürich|2-Zimmer-Wohnung mit Gartensitzplatz an ruhigster Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000968387
18|7 Zimmer, 170m², CHF 6’500.– | CHF 6’500.– |8032 Zürich|Exklusive 7-Zimmer-Wohnung in Zürich mit Balkonen, Kamin und Tiefgarage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000967868
18|3.5 Zimmer, 67m², CHF 2’920.– | CHF 2’920.– |Letzigraben 169, 8047 Zürich|Top moderne Wohnung im Kreis 9, Zürich Albisrieden|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000967524
18|2.5 Zimmer, CHF 1’758.– | CHF 1’758.– |Grossackerstrasse 102, 8041 Zürich|Idylle pur|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000963714
18| CHF 300.– | CHF 300.– |Luchswiesenstrasse 145, 8051 Zürich|grosszügiger Hobby- / Lagerraum gesucht|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000961086
18|3.5 Zimmer, 89m², CHF 2’690.– | CHF 2’690.– |Universitätstrasse 84, 8006 Zürich|Geräumige 3.5-Zimmerwohnung Kreis 6|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000955043
18|3 Zimmer, 66m², CHF 1’850.– | CHF 1’850.– |Luegislandstr. 56, 8051 Zürich|zentrale und schöne 3-Zimmerwohnung in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000948201
18|1 Zimmer, 37m², CHF 1’280.– | CHF 1’280.– |Luegislandstr. 56, 8051 Zürich|Schöne Singlewohnung in Zürich!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000948199
18|4.5 Zimmer, 130m², CHF 3’190.– | CHF 3’190.– |Hardturmstrasse 104, 8005 Zürich|Grosszügige Wohnung direkt an der Limmat|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000947675
18|1.5 Zimmer, 52m², CHF 1’820.– | CHF 1’820.– |Riedhofstrasse 378, 8049 Zürich|1.5-Zimmerwohnung an sonniger Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000937117
18|3.5 Zimmer, 73m², CHF 3’190.– | CHF 3’190.– |Freilagerstrasse 5-19, 8047 Zürich|Wohlfühloase: Erstbezug in eine moderne 3.5-Zimmerwohnung an Top-Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000932416
18|2.5 Zimmer, 46m², CHF 3’100.– | CHF 3’100.– |Badenerstrasse 250, 8004 Zürich|Kreis 4 - Möblierte Apartments in bester Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=18/mieten/4000930289
19|4.5 Zimmer, 117m², CHF 3’177.– | CHF 3’177.– |Georg-Kempf-Str. 10, 8046 Zürich|Ein Bijou mit beeindruckender Aussicht|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000928620
19|4 Zimmer, 87m², CHF 2’890.– | CHF 2’890.– |Luchswiesenstrasse 156, 8051 Zürich|Frisch sanierte Wohnung / Nähe Glattzentrum|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000864285
19|6 Zimmer, 288m², CHF 2’500.– | CHF 2’500.– |Leimbachstrasse 99, 8041 Zürich|Befristetes Einfamilienhaus zu vermieten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000858950
19|3 Zimmer, 68m², CHF 2’250.– | CHF 2’250.– |Kilchbergsteig 2, 8038 Zürich|In nur 5min am Zürichsee! **Befristet**|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000827593
19|3 Zimmer, 68m², CHF 2’250.– | CHF 2’250.– |Kilchbergsteig 2, 8038 Zürich|In nur 5min am Zürichsee! **Befristet**|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000779497
19|1.5 Zimmer, CHF 1’950.– | CHF 1’950.– |Sihlfeldstrasse 83, 8004 Zürich|Mittendrin im Lochergut|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000740502
19|4 Zimmer, 123m², CHF 7’990.– | CHF 7’990.– |Weinbergstrasse 44, 8006 Zürich|Exklusive Attika-Wohnung mit Blick über Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000713104
19|3.5 Zimmer, 105m², CHF 3’490.– | CHF 3’490.– |Badenerstrasse 853, 8048 Zürich|Attraktive und grosszügige 3,5-Zimmer-Attika-Wohnung|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000706750
19|3.5 Zimmer, 95m², CHF 3’430.– | CHF 3’430.– |Birmensdorferstrasse 598, 8055 Zürich|"Wohnen ""Im Goldacher"""|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000669027
19|4.5 Zimmer, 130m², CHF 5’380.– | CHF 5’380.– |Russenweg 8, 8008 Zürich|Nachhaltiges und modernes Wohnen an bevorzugter Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000656581
19| CHF 200.– | CHF 200.– |St.Jakobstrasse 57, 8004 Zürich|Lagerraum im Kreis 4 zu vermieten!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000636052
19|2 Zimmer, 51m², CHF 2’408.– | CHF 2’408.– |Mühlebachstr. 26, 8008 Zürich|schöne 2 Zimmer-Wohnung an ruhiger Lage direkt im Zürich Seefeld|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/4000563810
19|1.5 Zimmer, 23m², CHF 1’460.– | CHF 1’460.– |Viktoriastrasse 29, 8057 Zürich|City Pop - Your flexible solution for long and short stays!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3003501443
19|26m², CHF 3’415.– | CHF 3’415.– |Brandschenkestrasse 10, 8001 Zürich|Studio Apartment Senior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3002969013
19|28m², CHF 2’793.– | CHF 2’793.– |Albertstrasse 7, 8005 Zürich|Studio Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3002968342
19|48m², CHF 4’246.– | CHF 4’246.– |Cramerstrasse 8-12, 8004 Zurich|2 Bedroom Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3002463195
19|30m², CHF 4’142.– | CHF 4’142.– |Bellariastrasse 36, 8002 Zurich|1 Bedroom Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3002458789
19|30m², CHF 4’142.– | CHF 4’142.– |Bellariastrasse 36, 8002 Zurich|1 Bedroom Apartment Junior Terrace|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3002458787
19|31m², CHF 3’104.– | CHF 3’104.– |Bellariastrasse 36, 8002 Zurich|Studio Apartment Junior Balcony|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3002458785
19|70m², CHF 5’180.– | CHF 5’180.– |Wolframplatz 1, 8045 Zurich|Duplex Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=19/mieten/3000390424
21|4.5 Zimmer, 92m², CHF 3’060.– | CHF 3’060.– |8051 Zürich|Schöne 4.5-Zimmer-Neubauwohnung zentrumsnah in Zürich Schwamendingen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000968713
21|4.5 Zimmer, 170m², CHF 7’400.– | CHF 7’400.– |8053 Zürich|Moderne 4.5 Zimmer-Wohnung in Zürich mit Stil und Charme!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000968685
21|1.5 Zimmer, 60m², CHF 2’210.– | CHF 2’210.– |8038 Zürich|Moderne 1.5-Zimmer-Wohnung in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000968541
21|1 Zimmer, 130m², CHF 4’350.– | CHF 4’350.– |8057 Zürich|Modernes Loft an Top-Lage in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000968365
21|3 Zimmer, 60m², CHF 2’863.– | CHF 2’863.– |8037 Zürich|Charmante und zentrale 3-Zimmer-Wohnung in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000968276
21|6 Zimmer, 275m², CHF 6’200.– | CHF 6’200.– |8044 Gockhausen|Grosszügige 6-Zimmer-Loft auf 275m2 in Gockhausen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000967979
21|2.5 Zimmer, 42m², CHF 3’100.– | CHF 3’100.– |Am Wasser, 8049 Zürich|Traumhafte Wohnoase direkt an der Limmat|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000955251
21|4.5 Zimmer, 113m², CHF 3’790.– | CHF 3’790.– |Freilagerstrasse 5-19, 8047 Zürich|Perfekt für Familien: Geräumige 4.5-Zimmerwohnung an Top-Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000945811
21|2.5 Zimmer, 51m², CHF 1’905.– | CHF 1’905.– |Witikonerstrasse 489, 8053 Zürich|Gemütliche Wohnun an ruhiger lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000907494
21| Preis auf Anfrage | Preis auf Anfrage |Altwiesenstrasse 81-83/87-101, 8051 Zürich|Ruhige und günstige Wohnungen - Befristet bis 30.06.2025|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000872169
21|2.5 Zimmer, CHF 3’799.– | CHF 3’799.– |Susenbergstrasse 177, 8044 Zürich|Schöne 2.5-Zimmerwohnung am Zürichberg|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000843743
21|5.5 Zimmer, 227m², CHF 5’500.– | CHF 5’500.– |Im oberen Boden 146, 8049 Zürich|Ihr neues luxus Zuhause mit schöner Aussicht, Whirlpool und Sauna!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000835151
21|2.5 Zimmer, 97m², CHF 4’870.– | CHF 4’870.– |Grüngasse 37, 8004 Zürich|Tolle Wohnung im pulsierenden Kreis 4|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000789700
21|4.5 Zimmer, 375m², CHF 11’700.– | CHF 11’700.– |Bäckerstrasse 40, 8004 Zürich|LOFT-DACHWOHNUNG MIT GROSSEM DACHGARTEN|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000783213
21|2.5 Zimmer, 48m², CHF 2’703.– | CHF 2’703.– |Herrligweg 9, 8048 Zürich|Erfüllen Sie sich Ihren Traum|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000629292
21|2.5 Zimmer, 68m², CHF 2’950.– | CHF 2’950.– |Hönggerstrasse 24, 8037 Zürich|2.5 Zimmerwohnung|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000469450
21|3.5 Zimmer, 124m², CHF 5’700.– | CHF 5’700.– |Hönggerstrasse 24, 8037 Zürich|3.5 Zimmerwohnung Attika Wohnung mit grosser Terrasse|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000469412
21|3.5 Zimmer, 112m², CHF 5’550.– | CHF 5’550.– |Hönggerstrasse 24, 8037 Zürich|3.5 Zimmerwohnung Attika Wohnung mit grosser Terrasse|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000469411
21|3.5 Zimmer, 110m², CHF 6’150.– | CHF 6’150.– |Zollikerstrasse 147, 8008 Zürich|Erstbezug! Traumhafte 3.5 Zimmer-Wohnung mit Eigentums-Standard|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/3003530922
21|21m², CHF 3’000.– | CHF 3’000.– |Brandschenkestrasse 10, 8001 Zürich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/3002969015
22|26m², CHF 3’207.– | CHF 3’207.– |Brandschenkestrasse 10, 8001 Zürich|Studio Apartment Senior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002969011
